Description,Diameter,Pitch,Length,Material Grade,Product Type,With nuts?,Nut Material Grade,Nut Type,Finishing
1.26 OD X .795 ID X .055 THICK 410 SS EXTERNAL TOOTH LOCK WAS HER ,,,,,,,,,
"1-3/8-8 UNR-2A X 11"" ASTM A453   660D PAD STUD PER M36103 REV C AND API 20F BSL-2 COATED BLACK PER C81007 REV F",,,,,,,,,
"1 3/8-8 X 11"" ASTM A453 660D PAD STUD (AWHEM) W/ 1 ASTM A453 GR 660D HEAVY HEX NUTS COATED PTFE BLACK PER C81007 REV F
WITH MODIFIED AND PARTIAL XYLAN 
COATING PER SPC10162711 REV C 
(M36103 REV C  API 20F BSL-2)",,,,,,,,,
"7/8-9 UNRC-2A X 3-1/2"" A453   660D PAD STUD PER M36103 REV C AND API 20F BSL-2 COATED BLACK PER C81007 REV C",,,,,,,,,
"7/8-9 X 3 1/2 ASTM A453 660D   PAD STUD (AWHEM) W/ ONE A453 GR 660D NUT 
COATED PTFE BLACK PER C81007 REV F 
WITH SPECIAL MASKING INSTRUCTIONS 
PER SPC10162711 REV C
(M36103 REV C API 20F BSL2)",,,,,,,,,
1/2-13 X 5 3/4 ASTM A307 HEAVY   HEX HEAD SCREW PER M12201 REV.E COATED PER C81000 REV.O,,,,,,,,,
1/2-13 X 1 316 S/S SOCKET HEAD CAPSCREW COATED BLUE PER C8100 1 ,,,,,,,,,
"1""-8 X 13 ASTM A453 GR660D   ALL THREAD  STUD (AWHEM)
COATED PTFE BLACK PER C81007 REV F
(M36103 REV C API 20F BSL-2)",,,,,,,,,
"1""-8 X 13 660D STUD PER M36103, P60133 AND API 20F  BSL-2 PLAIN FINISH ",,,,,,,,,
"1""-8 X 4.13"" L7S PAD STUD PER ASTM A320, M21927 REV D AND API 20E BSL-2 COATED PTFE RED PER C81000 REV O",,,,,,,,,
   ,,,,,,,,,
"1 "" X 10 1/2""ASTM A453 GRADE 660B ALL THREAD STUD COATED C81007 BLACK ",,,,,,,,,
"1""-8 X 16"" 660D ALL THREAD STUD PER M36103 REV C AND API 20F BSL-2 COATED PTFE BLACK PER C81007 REV F",,,,,,,,,
"1-3/4""-8 X 6-3/4"" ASTM A320 GR L7 ALL THREAD STUD COATED PER FMC C81000 REV O (M21901 REV M API 20E BSL-1)",,,,,,,,,
1/2 BOLT U SHAPE SPEEDLOC WASHER PER DWG DU10001608 STAMPED AND COATED C81000 RED ,,,,,,,,,
"1-1/2""-8X6 1/2 ASTM A320 L7 ALL THREAD STUD COATED C81000 RED ",,,,,,,,,
"1-1/2""-8X6 1/2 ASTM A320 L7 ALL THREAD STUD COATED C81000 RED (M21901) ",,,,,,,,,
"1-1/2""-8X6 1/2 ASTM A320 L7 ALL THREAD STUD COATED C81000 REV O M21901 REV L API 20E BSL-1",,,,,,,,,
"1 3/4-8 X 6 1/2 A320 GR L7M   ALL THREAD STUD COATED PER C81000 REV O
(M21902 REV N API 20E BSL-1)",,,,,,,,,
"7/8""-9 X 4"" A320 L7 PAD STUD ( AWHEM) COATED C81000 RED  ",,,,,,,,,
"7/8""-9 X 4"" A320 L7 PAD STUD ( AWHEM) W/ 1 A194 2H HEAVY HEX NUT COATED C81000 RED ",,,,,,,,,
3/4-10 A194 GR 2HM HEAVY HEX NUTS  ,,,,,,,,,
3/4-10 A194 GR 2HM HEAVY HEX NUTS  PER M11600 REV H API 20E BSL1,,,,,,,,,
8.427 OD X 228 CL SPRING   ,,,,,,,,,
11.303 OD X 279 CL SPRING   ,,,,,,,,,
"6.93 OD X 16.93"" HIGH SPRING SERMAGARD COATED PER SPEC C80180 (5.68 ID X 166 X .625) ",,,,,,,,,
"1-3/4-8 X 15-1/4"" PAD STUDS A4 453 GR 660, COATED BLACK PER C 81007 ND AND 1-3/4"" FULL THREAD ON
TAP END, AND ONE 1-3/4-8 HEAVY
HEX NUT A453 GR 660, BOTH
COATED C81007 BLACK.",,,,,,,,,
"1 3/4-8UNR X 15 1/4 ASTM A453   GR 660D PAD STUD W 6.63"" ON NUT END PER M36103 REV C WITH 100% HARDNESS, DIMENSIONAL AND VISUAL EXAM, LIQUID PENETRANT AND PMI  TO BE COATED BLACK PER C81007 REV F",,,,,,,,,
"1-3/4-8 X 15-1/4"" PAD STUDS, A 453 GR 660 PER M36101 PSL L 4,  WITH 6.63"" OF THREAD ON NUT E ND AND 1-3/4"" FULL THREAD ON
TAP END, AND ONE 1-3/4-8 HEAVY
HEX NUT A453 GR 660, BOTH
COATED C81007 BLACK.",,,,,,,,,
"6.93 OD X 16.93"" HIGH SPRING SERMAGARD COATED PER CUSTOMER SPEC C80180 5.68 ID X 166 CL X .625 DIA.",,,,,,,,,
6.93 OD X 16.93 HIGH SPRING SERMAGARD COATED PER C80180 (5.68 ID X 166) DIA .625 ,,,,,,,,,
6.93 OD X 166 CL SPRING   ,,,,,,,,,
5.28 OD X 14.75 HIGH SPRING SERMAGARD COATED PER CUSTOMER SPEC C80180 (4.15 ID X 154 CL .562 DIA),,,,,,,,,
"5.28 OD X 14.75"" HIGH SPRING SERMAGARD COATED PER CUSTOMER SPEC: C80180 (4.15 ID X 154 CL X .562 DIA.)",,,,,,,,,
5.28 OD X 154 CL SPRING   ,,,,,,,,,
5.28 X 144 CL SPRING   ,,,,,,,,,
6.93 OD X 157 CL SPRING   ,,,,,,,,,
"1.375 OD X .812 ID X .10 THICK 3/4"" NOM TUPE B SERIES N FLAT WASHER COATED RED PER C81000 (1018-1036 MATERIAL)",,,,,,,,,
"1.375 OD X .812 ID X .10 THICK 3/4"" NOM TUPE B SERIES N FLAT WASHER (1018-1036 MATERIAL)",,,,,,,,,
"3/4"" F436 HARDENED FLAT WASHER TYPE B R SERIES COATED RED PER C81000 REV O 2.000 OD X .812 ID X .100 THK",,,,,,,,,
"1/2"" ASTM F436 FLAT WASHER   COATED 1424-181 RED PER C81000 REV O",,,,,,,,,
"1/2 ASTM F436 FLAT WASHER   DIMS PER SAE B18.21.1
1.055-1.092"" OD
.526-.546"" ID
.074-.121"" THICK",,,,,,,,,
3/4-10 X .88 ASTM A574 MODIFIE D SOCKET CAP SCREW COATED RED PER C81000 ,,,,,,,,,
3/16 TITANIUM GR 5 FLAT WASHER TYPE A UNCOATED .562 OD X .250 ID X .049 THK ,,,,,,,,,
"TUBING HANGER RETAINER PIN, F/ TH LOCK RING (3/4-10 X .64 SLO TTED CAPSCREW PER DRAWING DU10 0028391 COATED RED PER C81000)",,,,,,,,,
"TUBING HANGER RETAINER PIN, F/TH LOCK RING MOD SOCKET PER M12203 (3/4-10 X .64 SLOTTED CAPSCREW PER DRAWING
DU10028391)COATED GREEN PER
C81003
**NEED HEAT TREAT CHARTS AND
DIMENSIONAL VERIFICATION",,,,,,,,,
"1/2 BOLT SZ U SHAPED SPEEDLOC WASHER CARBON STEEL PER DWG DU100011608 STAMPED W/ PART NUMBER/REV
COATED C81000 RED",,,,,,,,,
"1/2 BOLT SZ U SHAPED SPEEDLOC WASHER CARBON STEEL PER DWG DU100011608 STAMPED W/ PART NUMBER/REV
COATED C81000 REV O (M11753 REV C)",,,,,,,,,
1/2 BOLT SZ U SHAPED SPEEDLOC WASHER CARBON STEEL PER DWG DU100011608 ,,,,,,,,,
"7/64"" X 2"" COTTER PIN ZINC PLA TED  ",,,,,,,,,
"1 1/2-8 X 11 3/4 A320 GR L7   PAD STUD WITH ONE A194 GR 2H HEAVY HEX NUTS COATED C81000 REV O
(M21901 REV L API 20E BSL-1 AND M11600 REV H API 20E BSL-1)",,,,,,,,,
"5/8 X 2-1/2 SOCKET SHOULDER SC   REWS, MODIFIED TO
(M12203)212-237 HB, AND COATED
XYLAN DARK GREEN PER FMC
C81001",,,,,,,,,
"3/4"" EXT TOOTH LOCK WASHER NOM, TYPE A 1.260"" OD X 0.795"" ID X 0.055"" THICK 410SS ID X 0.055"" THICK 18.8 SS
(B1.21.1)",,,,,,,,,
.719 OD X 1.375 HIGH SPRING COATED PER FMC SPEC C81000 RED (.531 ID X 10.80 CL X .094 DIA ,,,,,,,,,
.719 OD X 10.00 CL SPRING   ,,,,,,,,,
3/4 X 3/4 ASTM A574 MODIFIED S OCKET SHOULDER BOLT COATED C81 004 BLUE ,,,,,,,,,
13.164 OD X 31.50 HIGH SPRING SERMAGARD COATED PER SPEC: C80180 REV B(9.79 ID X 298 CL X 1.687 DIA),,,,,,,,,
13.8 OD X 340 CL SPRING   ,,,,,,,,,
#10 NOM TYPE A 316 S/S FLAT WASHER (.50 OD X .219 ID X 0.49 THK) ,,,,,,,,,
"3/8"" X 13-1/4"" 1018 STRAIGHT PIN PER DU100239245 REV A AND M11800 REV Y COATED PTFE YELLOW PER C81005 REV K",,,,,,,,,
"1-1/8""-8 X 7-3/4"" A320 L7 PAD STUD (AWHEM) COATED C81000 RED  ",,,,,,,,,
"1-1/8""-8 X 7-3/4"" A320 L7 PAD STUD (AWHEM) W/ 1 ASTM A194 GR  2H HEAVY HEX NUT 
COATED C81000 RED",,,,,,,,,
"2-3/4""-8 UN-2B X 3.25 LG 4140 HEX ROUND NUT COATED RED PTFE  ",,,,,,,,,
"3/4""-10 X 3"" A320 GR L7 HVY HEX HEAD SCREW PER M21901 API 20E BSL1 COATED RED PER C81000 ",,,,,,,,,
1 1/2-8 X 10 1/2 ASTM A453   GR 660D PAD STUDS PER M36103 REV C API 20F BSL-2 COATED C81007 REV F,,,,,,,,,
"1-8 X 7""  A320 GR L7M PAD   STUD PER M21926 REV C API 20E BSL-2 COATED C81000 REV O",,,,,,,,,
9.350 OD X 252 CL SPRING   ,,,,,,,,,
9.35OD X 7.60 ID SPRING   ,,,,,,,,,
"9.35 OD X 252 CL SPRING   COATED SERMAGARD PER C80180 REV B

PN# P1000018453 REV D

PO# 4500444824 LN: 010

WO# 311098-010

HREF# 4500444824",,,,,,,,,
1-8 UNRC X 6-3/4 ASTM A453 660   D PAD STUD WITH DIMENSIONS PER P60133 REV I PER M36103 REV C API 20F BSL-2 AND COATED PER C81007 REV F,,,,,,,,,
5/8-11 X 1 F912 NO H2S HEX SOCKET DRIVE SET SCREW W/ .467 IN DIA X .350 LONG DOG POINT UNCOATED,,,,,,,,,
5/8-11 X 2 1/2 ASTM A320 L7 HEAVY HEX HEAD COLT COATED 1424 RED PER C81000 ,,,,,,,,,
.303 X 1 ASTM A453 GR 660B SOL ID PIN  ,,,,,,,,,
".304 X .97 LONG SOLID PIN, A45 3 GR 660 PER (M36101-F) MAX 35  RCM MANUFACTURED PER DWG. DU1 000026519-A) NO COATING OR
STAMPING, BAG AND TAG ONLY",,,,,,,,,
"9.00 OD X  23.00""  HIGH SPRING SERMAGARD COATED PER CAMERON SPEC: X-027127-01 REV 01 6.626 ID X 216(DIA 1.187)",,,,,,,,,
9.00 OD X 210 CL SPRING   ,,,,,,,,,
"5.946 OD X 24.00""  HIGH SPRING SERMAGARD COATED PER CAMERON SPEC: X-027127-01 REV 01 4.260 ID X 205(DIA .843)",,,,,,,,,
5.946 OD X 205 CL SPRING   ,,,,,,,,,
3/8-16 X 1 1/2 A574-H2S FULLY   THREADED SOCKET HEAD CAP SCREW PER M12203 REV E COATED C81000 REV O,,,,,,,,,
"2 1/4""-12 PLUG FOR HYD FITTING (50 PER PACK FROM MCMASTER P/N  4491K19) ",,,,,,,,,
"3/8""-16 X 1"" L7M HEX HEAD CAP SCREW FULL THREAD PER M21902 REV N AND API 20E BSL-1 COATED PTFE RED PER C81000 REV O",,,,,,,,,
"2 1/4""-8 X 19"" ASTM A320 GR L7 PAD STUD (AWHEM)  ",,,,,,,,,
"2 1/4""-8 X 19"" ASTM A320 GR L7 PAD STUD (AWHEM)  PER M21901 REV L API 20E BSL-1 AND COATED C81000 REV O",,,,,,,,,
"2 1/4""-8 X 19"" ASTM A320 GR L7 PAD STUD WITH 1/A194 FR 2HM HE AVY HEX NUT COATED RED PER C81 ",,,,,,,,,
"2 1/4""-8 X 19 ASTM A320 L7 PAD   STUD PER M21901 REV M API 20E BSL-1 COATED PER C81000 REV O WITH ONE A194 GR 2H HEAVY HEX NUTS PER M11600 REV H API 20E BSL-1",,,,,,,,,
"2 1/4-8 X 19 ASTM A320 GR L7   PAD STUD W/ONE ASTM A194 GR 2H HEAVY HEX NUTS COATED XYLAN 1424 RED PER C81000 REV O
(M21901 REV M API 20E BSL-1 AND M11600 REV H API 20E BSL-1)",,,,,,,,,
5/16-18 A194 2HM HEX NUT COATED C81000 RED  ,,,,,,,,,
1/4-20X3/4 A574-H2S SOCKET SET SCREW CUP PT COATED C81000 RED ,,,,,,,,,
1/4-20X3/4 A574-H2S SOCKET SET SCREW CUP PT COATED C81000 RED ,,,,,,,,,
"1/4-20 X 3/4 A193 GR B7M   SOCKET SET SCREW CUP POINT PER M21000 REV J API 20E BSL-1
COATED C81000 REV O",,,,,,,,,
1/4-20 X 3/4 ASTM A193 GR B7M   SOCKET SET SCREW CUP POINT COATED OER C81000 REV O,,,,,,,,,
3/4-10 X 1 1/4 A574-H2S SOCKET   SET SCREW FLAT POINT MODIFIED PER M12203 REV E AND CAOTED C81000 REV O,,,,,,,,,
1.2 X 2.4 FEMALE HANDLING ADAPTER M36100 GR 660 PER DWG DU100022898 ,,,,,,,,,
3/8-16 X 5 1/2 PIPE 660 UBOLT  WITH 2 1/2 THREAD PER DWG # 3078DU1018657 WITH DIMENSIONAL VERIFICATION,,,,,,,,,
#10-24 X 3/8 A320 L7 SOCKET  HEAD CAPSCREW COATED C81004 BLUE ,,,,,,,,,
3/8 X 1 ANTI-ROTATION KEY (McM ASTER CARR ONLY PART # 98870A5 80) ,,,,,,,,,
"3/8"" SQUARE X 1 ANTI-ROTATION KEY (MCMASTER #98870A580)  ",,,,,,,,,
3/8-16 x .390 BRASS ANNULUS SEAL RETAINER PIN PER M40102 REV D AND DWG# DU100023938,,,,,,,,,
"1 X 9.31 LOWER STEM PER DWG DU100024321 REV B INCONEL 718 WITH CHARPY WET MAG PARTICLE AND
SERIALIZATION",,,,,,,,,
1/4-20 X 1/4 A574-H2S SOCKET   HEAD CAP SCREW FULLY THREADED PRE M12203 REV E COATED C81000 REV O,,,,,,,,,
"1""-8 X 20"" 660D PAD STUD W/NUT PER API 20F BSL-2 M36103 COATE D BLACK PER C81007 ",,,,,,,,,
"1""-8 X20 A453 GR 660D PAD   STUD PER M36103 REV C API 20F BSL-2 COATED C81007 REV F",,,,,,,,,
#NAME?,,,,,,,,,
"THRUST WASHER, 1.5-1.51 ID X 2.187 OD X .095 THICK, 4140 OR EQUIVALENT 58 RC HARDNESS PER DWG
3040DU1112490 A",,,,,,,,,
"THRUST WASHER, 2.165 (55MM) ID X 3.07 ( 78MM) ID X .196 (5MM) THICK, 4140 OR EQUIVALENT 58 RC HARDNESS PER DWG
3040DU1113598 A",,,,,,,,,
"11.781 ID X 12.00"" HIGH SPRING PHENOLIC BASED THERMOSETTING RESIN COATED PER FMC C81001(DARK GREEN)
13.031 OD X 217(DIA .625)",,,,,,,,,
"13.031 'OD X 12"" HIGH SPRING   ",,,,,,,,,
"13.031 OD X 11.781 ID SPRING   MATERIAL: OIL TEMP 
SIZE: .625
FL: 12.00""
CL: 217""",,,,,,,,,
"5/8""-11 X 2 1/2"" ASTM A320 GR L7 PAD STUD COATED RED PER C81 0 ",,,,,,,,,
"5/8""-11 X 2 1/2"" ASTM A320 GR L7 PAD STUD WITH 1 ASTM A194 GR 2H HEAVY HEX NUT COATED  RED PER C81000",,,,,,,,,
7/8-9 X 6 A320 GR L7 PAD  STUD W/ ONE GR 2H HEAVY HEX NUT COATED XYLAN 1424 RED PER FMC C81000,,,,,,,,,
7/8-9 X 6 A320 GR L7 PAD STUD COATED XYLAN 1424 RED  ,,,,,,,,,
1-8 X 6 ASTM A193 B7 HEAVY HEX HEAD BOLT FULLY THREADED COATED C81000 RED ,,,,,,,,,
"3/8-16 FOR 7 1/2"" 316SS UBOLT WITH 8 3/4 OVERALL HEIGHT, 7.88 C TO C BETWEEN LEGS, 2"" THREAD PER DWG DA100027358",,,,,,,,,
#4-40 X 3/8 316 PHILLPS DRIVE BUTTON HEAD SCREW  ,,,,,,,,,
"SHIM, 8.731 ID X 9.63 OD X .15 0 LG, 4130 PER DWG# DU10002812 1 ",,,,,,,,,
"SHIM, 83731 ID X 9.63 OD X .10 0 LG, 4130 OR EQUIVALENT PER D WG# DU100028114 ",,,,,,,,,
"SHIM, 8.731 ID X 9.63 OD X .05 0 LG, 4130 OR EQUIVALENT PER D WG# DU100028094 ",,,,,,,,,
"1""-8 X 5 3/4"" ASTM A453 660  PAD STUD COATED C81007 BLACK  ",,,,,,,,,
"1""-8 UNRC-2A/3A X 5.75"" ASTM A453 GR 660D PAD STUD PER API 20F BSL-2, M36103 AND P60133 WITH BATCH MANAGEMENT PER Q03402 COATED PTFE BLACK PER C81007",,,,,,,,,
"1""-8 X 5 3/4"" ASTM A453 660  PAD STUD WITH 1/ASTM A453 GR 660 NUT COATED C81007 BLACK ",,,,,,,,,
"1 1/2-8 X 7 1/2 A320 GR L7 PAD   STUD WITH ONE A194 GR 2H HEAVY HEX NUTS COATED C81000 REV O
(M21901 REV L API 20E BSL-1 AND M11600 REV H API 20E BSL-1)",,,,,,,,,
1/2-13 X 2 A453 GR 660D HEAVY   HEX HEAD SCREW PER API 20F BSL-2 COATED C81007 REV F AND M36013 REV C API 20F BSL-2,,,,,,,,,
1/4 SS SOCKET PIPE PLUG SPECIAL W/ 3/16 THRU HOLE PER DWG DU10003322 A ,,,,,,,,,
1/4 SS SOCKET PIPE PLUG SPECIAL W/ 3/16 THRU HOLE PER DWG DU100033222 A ,,,,,,,,,
"3/4-10 X 3-3/4 ASTM A320 L7   TAP END STUDS COATED C81000 REV O
(M21901 REV L API 20E BSL1)",,,,,,,,,
"3/4-10 X 3-3/4 ASTM A320 L7   TAP END STUDS COATED C81000 REV O
(M21901 REV M API 20E BSL1)",,,,,,,,,
3/4-10 X 3-3/4 ASTM A320 L7 TAP END STUDS W/ 1 A194 GR 2H HEAVY HEX  COATED C81000 RED,,,,,,,,,
3/4-10 X 3-3/4 ASTM A320 L7 TAP END STUDS W/ 1 A194 GR 2H HEAVY HEX  COATED C81000 RED (M21901 REV M API 20E BSL1 AND M11600 REV H API 20E BSL1),,,,,,,,,
"3/4-10UNC-2A X 3-3/4 ASTM A320   GR L7 PAD STUD (AWHEM) W/ ONE ASTM A194 GR 2H HEAVY HEX NUT COATED RED PER C81000 REV O
(M21901 REV M AND M11600 REV H API 20E BSL-1)",,,,,,,,,
"1-8UNC-2A X 13 1/4 ASTM A453 GR 660D PAD STUD (AWHEM) W/ ONE A453 660D HEAVY HEX NUT COATED BLACK PER C81007 REV F 
(M36103 REV C AND API 20F BSL-2)",,,,,,,,,
1-8 X 20 1/2 ASTM A453 GR660 D   PAD STUD PER M36103 REV C API 20F BSL-2 CAOTED C81007 REV F,,,,,,,,,
"1-8 X 20 1/2 ASTM A453 GR 660D   PAD STUD PER M36103 REV C API 20F BSL-2 COATED C81007 REV F WITH ONE ASTM A453 GR 660D HEAVY HEX NUTS PER M36103 REV F API 20F BSL-2 COATED C81007 REV F API 20F BSL-2
MASKING PER SPC10162711",,,,,,,,,
3/8-16 X 1/2 ASTM A193 GR B7   SOCKET HEAD CAP SCREW PER M20200 REV K API 20E BSL-1 COATED C81000 REV O,,,,,,,,,
1 3/8-8 X 8 A320 GR L7 PAD   STUD COATED C81000 REV O(M21901 REV L API 20E BSL1),,,,,,,,,
"1/8"" DIA 304 SS OVAL SLEEVE 3/8"" SLEEVE LENGTH - SOLD BY EACH (3755T15 - SOLD IN PKG OF 5)",,,,,,,,,
".940 X 2.5"" INDICATOR PIN INCO NEL 718 PER M40900-F, MANUFACT URED PER DWG. DU100036012 COAT ED ORANGE WHITFORD PER C81006.
MTR TO INCLUDE HEAT TREATMENT
CERTIFICATE",,,,,,,,,
1/2-13 X 7/8 ASTM SOCKET SET S SCREW COATED RED PER C81000  ,,,,,,,,,
1/2-13 X 7/8 F912 NON H2S   SOCKET SET SCREW CUP POINT COATED C81000 REV O,,,,,,,,,
